1559643645 0 1 0
1559646065 0 2 0
1559651315 0 2 1
1559902399 0 2 2
1559904835 0 2 3
1560185000 0 2 4
1560186067 0 2 5
1560197731 0 3 5
1560198899 0 3 6
1560278214 0 4 6
1560280849 1 4 6
1560281993 2 4 6
1560339159 3 4 6
1560343640 4 4 6
1560424717 5 4 6
1560424880 6 4 6
1560425028 7 4 6
1560437974 8 4 6
1560440447 9 4 6
1560440834 10 4 6
1560464555 11 4 6
1560506936 11 5 6
1560509398 11 6 6
1560509598 11 7 6
1560521606 11 8 6
1560521756 11 9 6
1560534076 12 9 6
1560534154 13 9 6
1560534687 14 9 6
1560535054 15 9 6
1560535200 16 9 6
1560535422 17 9 6
1560535480 18 9 6
1560535553 19 9 6
1560536742 20 9 6
1560536895 21 9 6
1560537175 22 9 6
1560617877 22 10 6
1560618304 22 11 6
1560619395 22 12 6
1560619474 22 13 6
1562864233 23 13 6
1562866821 23 13 7
1562875951 24 13 7
1562875967 25 13 7
1562876279 25 13 8
1562876283 25 13 9
1562878725 26 13 9
1562878769 27 13 9
1562879000 28 13 9
1562880576 28 13 10
1562883943 29 13 10
1562911724 30 13 10
1562918458 31 13 10
1562926540 31 13 11
1562926634 31 13 12
1563087947 31 14 12
1563089170 31 15 12
1563094401 31 16 12
1563140419 31 17 12
1563196406 31 17 13
1563198728 31 17 14
1563566694 32 17 14
1563572469 32 18 14
1563629355 32 19 14
1563629692 32 20 14
1563636986 33 20 14
1563645325 34 20 14
1563645875 34 21 14
1563646757 34 22 14
1563646863 34 23 14
1563654586 34 24 14
1563659130 34 25 14
1563715614 34 25 15
