1560202637 1 0 0
1560378285 2 0 0
1560440443 2 1 0
1560452878 2 2 0
1560457421 2 3 0
1560459326 2 4 0
1560460755 2 5 0
1560461394 2 6 0
1560520899 2 7 0
1560532260 2 8 0
1560541237 2 9 0
1560553773 2 10 0
1560597402 2 10 1
1560597629 3 10 1
1560632912 4 10 1
1560642091 5 10 1
1560687760 6 10 1
1560689748 7 10 1
1560691198 7 10 2
1560693987 7 10 3
1560695003 7 10 4
1560717874 8 10 4
1562836629 9 10 4
1562843992 9 10 5
1562876480 10 10 5
1562917932 11 10 5
1563126461 12 10 5
1563134583 13 10 5
1563135910 13 10 6
1563145399 14 10 6
1563205611 14 10 7
1563573661 15 10 7
1563625299 16 10 7
1563626936 17 10 7
1563627729 18 10 7
1563630678 19 10 7
1563648364 20 10 7
1563648984 21 10 7
1563650557 22 10 7
1563659418 23 10 7
1563659668 23 10 8
1563893981 24 10 8
